style,brand,main,n_gallery,gallery_urls
19500,Gildan,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/19500/19500-blue-dusk-front.webp,2,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/19500/19500-bluedusk-01.webp;https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/19500/19500-bluedusk-02.webp
42000,Gildan,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/42000/42000-black-front.webp,2,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/42000/42000-black-01.webp;https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/42000/42000-black-02.webp
64000,Gildan,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/64000/64000-black-front.webp,2,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/64000/64000-black-01.webp;https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/64000/64000-black-02.webp
64800,Gildan,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/64800/64800-black-front.webp,2,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/64800/64800-black-01.webp;https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/64800/64800-black-02.webp
65000,Gildan,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/65000/65000-black-front.webp,2,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/65000/65000-black-01.webp;https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/65000/65000-black-02.webp
75000,Gildan,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/75000/75000-blue-dusk-front.webp,2,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/75000/75000-bluedusk-01.webp;https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/75000/75000-bluedusk-02.webp
85800,Gildan,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/85800/85800-black-front.webp,2,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/85800/85800-black-01.webp;https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/85800/85800-black-02.webp
101CVC,American Apparel,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/101cvc/101cvc-black-front.webp,2,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/101cvc/101cvc-black-01.webp;https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/101cvc/101cvc-black-02.webp
1301GD,American Apparel,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/1301gd/1301gd-fadedarmy-front.webp,2,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/1301gd/1301gd-blackblack-01.webp;https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/1301gd/1301gd-blackblack-02.webp
1302GD,American Apparel,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/1302gd/1302gd-faded-black-front.webp,2,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/1302gd/1302gd-black-01.webp;https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/1302gd/1302gd-black-02.webp
13ML0,American Apparel,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/13ml0/13ml0-black-front.webp,2,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/13ml0/13ml0-black-01.webp;https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/13ml0/13ml0-black-02.webp
1PQ,American Apparel,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/1pq/1pq-arctic-front.webp,2,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/1pq/1pq-arctic-01.webp;https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/1pq/1pq-arctic-02.webp
2001CVC,American Apparel,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/2001cvc/2001cvc-black-front.webp,2,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/2001cvc/2001cvc-black-01.webp;https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/2001cvc/2001cvc-black-02.webp
2003CVC,American Apparel,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/2003cvc/2003cvc-black-white-front.webp,2,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/2003cvc/2003cvc-black-white-01.webp;https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/2003cvc/2003cvc-black-white-02.webp
2004CVC,American Apparel,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/2004cvc/2004cvc-2004-black-front.webp,2,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/2004cvc/2004cvc-heatherbone-01.webp;https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/2004cvc/2004cvc-heatherbone-02.webp
2006CVC,American Apparel,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/2006cvc/2006cvc-black-front.webp,2,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/2006cvc/2006cvc-black-01.webp;https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/2006cvc/2006cvc-black-02.webp
207GD,American Apparel,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/207gd/207gd-fadedblack-01.webp,2,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/207gd/207gd-fadedblack-01.webp;https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/207gd/207gd-fadedblack-02.webp
2PQ,American Apparel,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/2pq/2pq-arctic-front.webp,2,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/2pq/2pq-arctic-01.webp;https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/2pq/2pq-arctic-02.webp
307GD,American Apparel,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/307gd/307gd-faded-army-front.webp,2,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/307gd/307gd-faded-powder-pink-01.webp;https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/307gd/307gd-faded-powder-pink-02.webp
BR210,American Apparel,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/br210/br210-black-front.webp,2,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/br210/br210-black-01.webp;https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/br210/br210-black-02.webp
BR2101,American Apparel,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/br2101/br2101-black-front.webp,2,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/br2101/br2101-black-01.webp;https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/br2101/br2101-black-02.webp
BR2107,American Apparel,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/br2107/br2107-black-front.webp,2,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/br2107/br2107-black-01.webp;https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/br2107/br2107-black-02.webp
FTCB0,American Apparel,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/ftcb0/ftcb0-black-front.webp,2,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/ftcb0/ftcb0-black-01.webp;https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/ftcb0/ftcb0-black-02.webp
FTEX00,American Apparel,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/ftex00/ftex00-black-front.webp,2,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/ftex00/ftex00-black-01.webp;https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/ftex00/ftex00-black-02.webp
FTJ77,American Apparel,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/ftj77/ftj77-black-front.webp,2,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/ftj77/ftj77-black-01.webp;https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/ftj77/ftj77-black-02.webp
FTP00,American Apparel,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/ftp00/ftp00-black-front.webp,2,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/ftp00/ftp00-black-01.webp;https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/ftp00/ftp00-black-02.webp
RF491,American Apparel,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/rf491/rf491-black-front.webp,2,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/rf491/rf491-black-01.webp;https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/rf491/rf491-black-02.webp
RF494,American Apparel,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/rf494/rf494-arctic-front.webp,2,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/rf494/rf494-arctic-01.webp;https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/rf494/rf494-arctic-02.webp
RF496,American Apparel,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/rf496/rf496-arctic-front.webp,2,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/rf496/rf496-arctic-01.webp;https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/rf496/rf496-arctic-02.webp
RF497,American Apparel,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/rf497/rf497-arctic-front.webp,2,https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/rf497/rf497-black-01.webp;https://pub-fbec7c9199f04af8ab95a413a4620d37.r2.dev/suppliers/gildan/products/_variants/w400/rf497/rf497-black-02.webp
