supplier,source_field,raw_category_path,sku,product_name,mapping_status,target_category,target_subcategory,confidence,rule_id,review_reason,suggested_tags,suggested_material,mapping_note
PromoBrands,Category 1,New,S407,The Connor 600ml Vacuum Tumbler,auto_mapped_by_keyword,Drinkware,Tumblers,0.9,DRINK-040,,,,
PromoBrands,Category 1,New,T192FD,SeekTag Factory Direct,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,New,T608,Sunrise Solar Speaker,auto_mapped_by_keyword,Technology,Bluetooth Speakers,0.93,TECH-040,,,,
PromoBrands,Category 1,Office,D878,The Original RPET Portfolio,auto_mapped_by_keyword,Office & Desk,Portfolios & Compendiums,0.92,OFF-070,,,,
PromoBrands,Category 1,Office,RB001,Bowles Laptop Sleeve,auto_mapped_by_keyword,Bags,Laptop Bags,0.94,BAG-010,,,,
PromoBrands,Category 1,Office,T856,Neo Keychain Powerbank 2000mAh,auto_mapped_by_keyword,Technology,Power Banks,0.95,TECH-020,,,,
PromoBrands,Category 1,Office / Executive Gifts & Sets,F500,Slim Pen,auto_mapped_by_keyword,Pens,Ballpoint Pens,0.84,PEN-050,,,,
PromoBrands,Category 1,Office / Executive Gifts & Sets,F501,Bloa Pen,auto_mapped_by_keyword,Pens,Ballpoint Pens,0.84,PEN-050,,,,
PromoBrands,Category 1,Office / Executive Gifts & Sets,F502,Skil Pen,auto_mapped_by_keyword,Pens,Ballpoint Pens,0.84,PEN-050,,,,
PromoBrands,Category 1,Office / Executive Gifts & Sets,F902,Bullet Pen,auto_mapped_by_keyword,Pens,Ballpoint Pens,0.84,PEN-050,,,,
PromoBrands,Category 1,Outdoor & Leisure,H711,Scheffler Golf Towel,auto_mapped_by_keyword,Outdoor & Sports,Towels,0.9,OUT-020,,,,
PromoBrands,Category 1,Outdoor & Leisure,OG001,Daly Golf Towel,auto_mapped_by_keyword,Outdoor & Sports,Towels,0.9,OUT-020,,,,
PromoBrands,Category 1,Outdoor & Leisure,T523,Popper Phone Tether Wristlet,auto_mapped_by_keyword,Toys & Games,Novelty Toys,0.86,TOY-070,,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,H032,Bubble '07 Bubble Gun,auto_mapped_by_keyword,Toys & Games,Novelty Toys,0.86,TOY-070,,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,H121,Miracle Bubbles,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,K267,Classic Puzzle Game,auto_mapped_by_keyword,Toys & Games,Games & Puzzles,0.88,TOY-040,,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,K268,Kids Jigsaw 2 Puzzle Set,auto_mapped_by_keyword,Toys & Games,Games & Puzzles,0.88,TOY-040,,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,K270,Penny Piglet,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,NP130.A4,A4 Colouring Books,auto_mapped_by_keyword,Toys & Games,Colouring & Kids Sets,0.94,TOY-060,,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,NP130.A5,A5 Colouring Books,auto_mapped_by_keyword,Toys & Games,Colouring & Kids Sets,0.94,TOY-060,,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,NP141.Large,Colour In 3 in 1 Magnetic Frame Colour Set,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,NP141.Small,Colour In 2 in 1 Magnetic Frame Colour Set,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,NP143,Crater High Bounce Ball,auto_mapped_by_keyword,Toys & Games,Outdoor Toys,0.9,TOY-050,,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,NP148,Quick Flip Illustrator,auto_mapped_by_keyword,Toys & Games,Colouring & Kids Sets,0.94,TOY-060,,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,NP162,Cap Gun,auto_mapped_by_keyword,Toys & Games,Novelty Toys,0.86,TOY-070,,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,T155,Stacking Puzzle Set with Pouch,auto_mapped_by_keyword,Toys & Games,Games & Puzzles,0.88,TOY-040,,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,T157,Eco Playing Cards,auto_mapped_by_keyword,Toys & Games,Games & Puzzles,0.88,TOY-040,,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,T470,Fold Up Flying Disc,auto_mapped_by_keyword,Toys & Games,Outdoor Toys,0.9,TOY-050,,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,T471,Silicon Frisbee,auto_mapped_by_keyword,Toys & Games,Outdoor Toys,0.9,TOY-050,,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,T472,Mornington Beach Ball,auto_mapped_by_keyword,Toys & Games,Outdoor Toys,0.9,TOY-050,,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,T475,Football Rocket,auto_mapped_by_keyword,Toys & Games,Outdoor Toys,0.9,TOY-050,,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,T516,Wiz High Bounce Ball,auto_mapped_by_keyword,Toys & Games,Outdoor Toys,0.9,TOY-050,,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,T519,Popper Cube,auto_mapped_by_keyword,Toys & Games,Novelty Toys,0.86,TOY-070,,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,T520,Splash-O-Matic Reusable Water Balloon,auto_mapped_by_keyword,Giveaways & Event Accessories,Balloons,0.95,GIVE-060,,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,T521,Zoom Popper Wrist Disc,auto_mapped_by_keyword,Toys & Games,Outdoor Toys,0.9,TOY-050,,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,T522,Whirl Popper Spinner,auto_mapped_by_keyword,Toys & Games,Novelty Toys,0.86,TOY-070,,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,T524,The Spinzy,auto_mapped_by_keyword,Toys & Games,Novelty Toys,0.86,TOY-070,,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,T527,The Amazing Fidget,auto_mapped_by_keyword,Toys & Games,Novelty Toys,0.86,TOY-070,,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,T528,The Spin Buddy Puzzle Game,auto_mapped_by_keyword,Toys & Games,Games & Puzzles,0.88,TOY-040,,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,T811,135mm Spyro Football,auto_mapped_by_keyword,Outdoor & Sports,Sports Products,0.86,OUT-040,,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,T813,200mm Spyro Football,auto_mapped_by_keyword,Outdoor & Sports,Sports Products,0.86,OUT-040,,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,T851,LED Light Up Yo-Yos,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Outdoor & Leisure / Travel & Personal Accessories,D512,Deluxe Pocket Business Card Holder,auto_mapped_by_keyword,Marketing Materials,Business Cards,0.9,MKT-010,,,,
PromoBrands,Category 1,Outdoor & Leisure / Travel & Personal Accessories,FD400.MTO,Universal Magnetic Car Mount,auto_mapped_by_keyword,Technology,Phone Accessories,0.9,TECH-070,,,,
PromoBrands,Category 1,Outdoor & Leisure / Travel & Personal Accessories,FD405.MTO,Universal Magnetic Car Mount,auto_mapped_by_keyword,Technology,Phone Accessories,0.9,TECH-070,,,,
PromoBrands,Category 1,Outdoor & Leisure / Travel & Personal Accessories,H317,Eye Glass Cleaner Set with Cloth,auto_mapped_by_keyword,Drinkware,Glassware,0.86,DRINK-060,,,,
PromoBrands,Category 1,Outdoor & Leisure / Travel & Personal Accessories,H352,Tremont Luggage Tag,auto_mapped_by_keyword,Travel,Luggage Tags,0.95,TRAV-010,,,,
PromoBrands,Category 1,Outdoor & Leisure / Travel & Personal Accessories,H706,Large Chamois,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Outdoor & Leisure / Travel & Personal Accessories,J619,Riveria Sunglasses,auto_mapped_by_keyword,Outdoor & Sports,Sunglasses,0.95,OUT-060,,,,
PromoBrands,Category 1,Outdoor & Leisure / Travel & Personal Accessories,J620,Retro Sunglasses,auto_mapped_by_keyword,Outdoor & Sports,Sunglasses,0.95,OUT-060,,,,
PromoBrands,Category 1,Outdoor & Leisure / Travel & Personal Accessories,J621.01,Sunglasses Bamboo (Coated),auto_mapped_by_keyword,Outdoor & Sports,Sunglasses,0.95,OUT-060,,,,
PromoBrands,Category 1,Outdoor & Leisure / Travel & Personal Accessories,J621.03,Sunglasses Bamboo (Uncoated),auto_mapped_by_keyword,Outdoor & Sports,Sunglasses,0.95,OUT-060,,,,
PromoBrands,Category 1,Outdoor & Leisure / Travel & Personal Accessories,K807,5 Minute Sand Timer,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Outdoor & Leisure / Travel & Personal Accessories,SW101,Branded Silicone Wristband,auto_mapped_by_keyword,Giveaways & Event Accessories,Wristbands,0.94,GIVE-020,,,,
PromoBrands,Category 1,Outdoor & Leisure / Travel & Personal Accessories,T547,The Newton Salad Shaker,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Outdoor & Leisure / Travel & Personal Accessories,T833,Rain Poncho Ball,auto_mapped_by_keyword,Apparel,Jackets,0.88,APP-050,,,,
PromoBrands,Category 1,Premium Gifting / Barware,K109,Handa Bottle Opener,auto_mapped_by_keyword,Barware & Accessories,Bottle Openers,0.95,BAR-010,,,,
PromoBrands,Category 1,Premium Gifting / Barware,K290,Bamboo Bottle Opener,auto_mapped_by_keyword,Barware & Accessories,Bottle Openers,0.95,BAR-010,,,,
PromoBrands,Category 1,Tradeshow,B100,Complete Magnetic Wooden Badge,auto_mapped_by_keyword,Giveaways & Event Accessories,Badges,0.92,GIVE-030,,,,
PromoBrands,Category 1,Tradeshow,L101.13,13mm Custom Lanyard,auto_mapped_by_keyword,Giveaways & Event Accessories,Lanyards,0.94,GIVE-010,,,,
PromoBrands,Category 1,Tradeshow,L101E.10,10mm Recycled Custom Lanyard,auto_mapped_by_keyword,Giveaways & Event Accessories,Lanyards,0.94,GIVE-010,,,,
PromoBrands,Category 1,Tradeshow,L101E.13,13mm Recycled Custom Lanyard,auto_mapped_by_keyword,Giveaways & Event Accessories,Lanyards,0.94,GIVE-010,,,,
PromoBrands,Category 1,Tradeshow,L101E.19,19mm Recycled Custom Lanyard,auto_mapped_by_keyword,Giveaways & Event Accessories,Lanyards,0.94,GIVE-010,,,,
PromoBrands,Category 1,Tradeshow,L102.10,10mm Shoestring Custom Lanyard,auto_mapped_by_keyword,Giveaways & Event Accessories,Lanyards,0.94,GIVE-010,,,,
PromoBrands,Category 1,Tradeshow,L102.13,13mm Shoestring Custom Lanyard,auto_mapped_by_keyword,Giveaways & Event Accessories,Lanyards,0.94,GIVE-010,,,,
PromoBrands,Category 1,Tradeshow,L102.19,19mm Shoestring Custom Lanyard,auto_mapped_by_keyword,Giveaways & Event Accessories,Lanyards,0.94,GIVE-010,,,,
PromoBrands,Category 1,Tradeshow,L105.Gold,19mm Glitter Custom Lanyard,auto_mapped_by_keyword,Giveaways & Event Accessories,Lanyards,0.94,GIVE-010,,,,
PromoBrands,Category 1,Tradeshow,L105.Silver,19mm Glitter Custom Lanyard,auto_mapped_by_keyword,Giveaways & Event Accessories,Lanyards,0.94,GIVE-010,,,,
PromoBrands,Category 1,Tradeshow,L106.10,10mm Nylon Custom Lanyard,auto_mapped_by_keyword,Giveaways & Event Accessories,Lanyards,0.94,GIVE-010,,,,
PromoBrands,Category 1,Tradeshow,L106.13,13mm Nylon Custom Lanyard,auto_mapped_by_keyword,Giveaways & Event Accessories,Lanyards,0.94,GIVE-010,,,,
PromoBrands,Category 1,Tradeshow,L106.19,19mm Nylon Custom Lanyard,auto_mapped_by_keyword,Giveaways & Event Accessories,Lanyards,0.94,GIVE-010,,,,
PromoBrands,Category 1,Tradeshow,L133,Shoe Laces,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Tradeshow,L133e,Recycled Shoe Laces,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Tradeshow,L601,1.4M Dog Leash 19mm,auto_mapped_by_keyword,Pet,Pet Accessories,0.88,PET-010,,,,
PromoBrands,Category 1,Tradeshow,L602,1.4M Dog Leash 10mm,auto_mapped_by_keyword,Pet,Pet Accessories,0.88,PET-010,,,,
PromoBrands,Category 1,Tradeshow,L603,Dog Collar 19mm,auto_mapped_by_keyword,Pet,Pet Accessories,0.88,PET-010,,,,
PromoBrands,Category 1,Tradeshow,L604,Dog Collar 10mm,auto_mapped_by_keyword,Pet,Pet Accessories,0.88,PET-010,,,,
PromoBrands,Category 1,Tradeshow,L611,1.1M Dog Leash 19mm,auto_mapped_by_keyword,Pet,Pet Accessories,0.88,PET-010,,,,
PromoBrands,Category 1,Tradeshow,L911.19,19mm Dual Attachment Custom Lanyard,auto_mapped_by_keyword,Giveaways & Event Accessories,Lanyards,0.94,GIVE-010,,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA001,Basketball Singlet,auto_mapped_by_keyword,Apparel,T-Shirts,0.9,APP-010,,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA002,Basketball Shorts,auto_mapped_by_keyword,Apparel,Pants & Shorts,0.9,APP-080,,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA003,Reversible Singlet,auto_mapped_by_keyword,Apparel,T-Shirts,0.9,APP-010,,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA004,Reversible Shorts,auto_mapped_by_keyword,Apparel,Pants & Shorts,0.9,APP-080,,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA005,Womens A-Line Netball Dress,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA006,Womens Full-Skirt Netball Dress,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA007,Pull-Over Elastic Netball Bibs,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA008,Soccer Jersey,auto_mapped_by_keyword,Apparel,Sweatshirts,0.84,APP-040,,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA009,Polo Soccer Jersey,auto_mapped_by_keyword,Apparel,Polo Shirts,0.94,APP-020,,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA010,Long Sleeve Soccer Jersey,auto_mapped_by_keyword,Apparel,Sweatshirts,0.84,APP-040,,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA011,Soccer / Touch Football Shorts,auto_mapped_by_keyword,Apparel,Pants & Shorts,0.9,APP-080,,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA012,Soccer Vest,auto_mapped_by_keyword,Apparel,Vests,0.9,APP-070,,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA013,Touch Football Singlet,auto_mapped_by_keyword,Apparel,T-Shirts,0.9,APP-010,,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA014,Rugby Jersey,auto_mapped_by_keyword,Apparel,Sweatshirts,0.84,APP-040,,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA015,Rugby/AFL Shorts,auto_mapped_by_keyword,Apparel,Pants & Shorts,0.9,APP-080,,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA016,Training Top,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA017,Polo Shirt,auto_mapped_by_keyword,Apparel,Polo Shirts,0.94,APP-020,,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA018,Sleeveless Polo Shirt,auto_mapped_by_keyword,Apparel,Polo Shirts,0.94,APP-020,,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA019,Long Sleeve Polo Shirt,auto_mapped_by_keyword,Apparel,Polo Shirts,0.94,APP-020,,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA020,Soccer Socks,auto_mapped_by_keyword,Apparel,Socks,0.92,APP-100,,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA021,AFL Jersey,auto_mapped_by_keyword,Apparel,Sweatshirts,0.84,APP-040,,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA022,AFL Reversible Jersey,auto_mapped_by_keyword,Apparel,Sweatshirts,0.84,APP-040,,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA023,Yoga Long Sleeve Top,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA024,Yoga Short Sleeve Top,auto_mapped_by_keyword,Apparel,Pants & Shorts,0.9,APP-080,,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA029,Slides,auto_mapped_by_keyword,Apparel,Scarves & Accessories,0.82,APP-110,,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA030,Baseball Jersey,auto_mapped_by_keyword,Apparel,Sweatshirts,0.84,APP-040,,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA033,Pullover Hoodie,auto_mapped_by_keyword,Apparel,Hoodies,0.94,APP-030,,,,
PromoBrands,Category 2,Apparel / Sublimated Towels,OT001,Face Washer,auto_mapped_by_keyword,Outdoor & Sports,Towels,0.9,OUT-020,,,,
PromoBrands,Category 2,Apparel / Sublimated Towels,OT002,Gym Towel,auto_mapped_by_keyword,Outdoor & Sports,Towels,0.9,OUT-020,,,,
PromoBrands,Category 2,Apparel / Sublimated Towels,OT003,Hand Towel,auto_mapped_by_keyword,Outdoor & Sports,Towels,0.9,OUT-020,,,,
PromoBrands,Category 2,Apparel / Sublimated Towels,OT004,Bath Towel,auto_mapped_by_keyword,Outdoor & Sports,Towels,0.9,OUT-020,,,,
PromoBrands,Category 2,Apparel / Sublimated Towels,OT005,Bath Sheet,auto_mapped_by_keyword,Outdoor & Sports,Towels,0.9,OUT-020,,,,
PromoBrands,Category 2,Apparel / Sublimated Towels,OT006,Beach Towel,auto_mapped_by_keyword,Outdoor & Sports,Towels,0.9,OUT-020,,,,
PromoBrands,Category 2,Apparel / Sublimated Towels,OT007,Round Beach Towel,auto_mapped_by_keyword,Outdoor & Sports,Towels,0.9,OUT-020,,,,
PromoBrands,Category 2,Back to University,D429,PlanetScribe RPET A5 Notebook,auto_mapped_by_keyword,Office & Desk,Notebooks,0.92,OFF-010,,,,
PromoBrands,Category 2,Back to University,D605.R,ECO NOVA Computer Backpack,auto_mapped_by_keyword,Bags,Backpacks,0.94,BAG-020,,,,
PromoBrands,Category 2,Back to University,T854,"Kabul Power Bank (10,000 mAh)",auto_mapped_by_keyword,Technology,Power Banks,0.95,TECH-020,,,,
PromoBrands,Category 2,Bags,S400.Pouch,Oakleigh Pouch,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Bags / Food Storage,B102,PEVA Reusable Food Storage Bag (21.5cm x 12cm),needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Bags / Food Storage,B103,PEVA Reusable Food Storage Bag (215mm x 180mm),needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Bags / Food Storage,B104,PEVA Reusable Food Storage Bag (260mm x 200mm),needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Bags / Food Storage,RB1014,6-Can Cooler Bag,auto_mapped_by_keyword,Barware & Accessories,Stubby Holders,0.92,BAR-030,,,,
PromoBrands,Category 2,Bags / Food Storage,RB1030,Goliath Insulated Grocery Tote,auto_mapped_by_keyword,Bags,Tote Bags,0.86,BAG-030,,,,
PromoBrands,Category 2,Bags / Food Storage,RB1033,Lunch-Time Cooler Bag,auto_mapped_by_keyword,Bags,Cooler Bags,0.92,BAG-040,,,,
PromoBrands,Category 2,Bags / Food Storage,RB1035,Insulated Grocery Bag,auto_mapped_by_keyword,Bags,Cooler Bags,0.92,BAG-040,,,,
PromoBrands,Category 2,Bags / Grocery,RB1008,Large Shopping Tote Bag with Gusset,auto_mapped_by_keyword,Bags,Tote Bags,0.86,BAG-030,,,,
PromoBrands,Category 2,Bags / Grocery,RB1015,Shopping Tote Bag,auto_mapped_by_keyword,Bags,Tote Bags,0.86,BAG-030,,,,
PromoBrands,Category 2,Bags / Grocery,RB1017,Shopping Tote Bag with Gusset,auto_mapped_by_keyword,Bags,Tote Bags,0.86,BAG-030,,,,
PromoBrands,Category 2,Bags / Grocery,RB1022,Stadium Tote Bag,auto_mapped_by_keyword,Bags,Tote Bags,0.86,BAG-030,,,,
PromoBrands,Category 2,Bags / Grocery,RB1027,Shopping Tote Bag with V Gusset,auto_mapped_by_keyword,Bags,Tote Bags,0.86,BAG-030,,,,
PromoBrands,Category 2,Bags / Grocery,RB1032,Clear Tote Bag,auto_mapped_by_keyword,Bags,Tote Bags,0.86,BAG-030,,,,
PromoBrands,Category 2,Chenille Print,RB1044,Century Canvas Tote Bag,auto_mapped_by_keyword,Bags,Tote Bags,0.86,BAG-030,,,,
PromoBrands,Category 2,Chenille Print,RB1045,The Brooke Jute and Cotton Cooler Bag,auto_mapped_by_keyword,Bags,Cooler Bags,0.92,BAG-040,,,,
PromoBrands,Category 2,Coming Soon,B118,Stick n Roll Lint Remover,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Drinkware,S310,Compton 700mL Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 2,Drinkware / Metal,D112,Aland 600ml Aluminum Water Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 2,Drinkware / Metal,D315,Midas 600ml Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 2,Drinkware / Metal,S703,La Jolla 700ml Water Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 2,Drinkware / Metal,S777,Byron 1L Drink Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 2,Drinkware / Metal,S850,Thunder 600ml Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 2,Drinkware / Metal,S905,Holly 1L Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 2,Drinkware / Metal,S939,Dundee Stubby Cooler,auto_mapped_by_keyword,Barware & Accessories,Stubby Holders,0.92,BAR-030,,,,
PromoBrands,Category 2,Drinkware / Metal,S960M,Java Drop (350mL),needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Drinkware / Metal,S965,Thermo 500ml Vacuum Flask,auto_mapped_by_keyword,Drinkware,Flasks,0.84,DRINK-070,,,,
PromoBrands,Category 2,Drinkware / Plastic,D109,Everton 600ml Tritan Water Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 2,Drinkware / Plastic,D310,Iris 700mL Cup,auto_mapped_by_keyword,Drinkware,Tumblers,0.9,DRINK-040,,,,
PromoBrands,Category 2,Drinkware / Plastic,D326,Kool 235mL Cup (Small),auto_mapped_by_keyword,Drinkware,Tumblers,0.9,DRINK-040,,,,
PromoBrands,Category 2,Drinkware / Plastic,D327,Kool 355mL Cup (Large),auto_mapped_by_keyword,Drinkware,Tumblers,0.9,DRINK-040,,,,
PromoBrands,Category 2,Drinkware / Plastic,NP135,Quencher 700ml Plastic Water Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 2,Drinkware / Plastic,NP151,Vyclone 600ml Tritan Water Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 2,Drinkware / Plastic,S116,Clearview RPET 630ml Drink Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 2,Drinkware / Plastic,S146,Digital Galilee 443mL Tumbler,auto_mapped_by_keyword,Drinkware,Tumblers,0.9,DRINK-040,,,,
PromoBrands,Category 2,Drinkware / Plastic,S622,San Celemente 740ml Tritan Water Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 2,Drinkware / Plastic,S624,3 in 1 400ml Shaker Cup,auto_mapped_by_keyword,Drinkware,Tumblers,0.9,DRINK-040,,,,
PromoBrands,Category 2,Drinkware / Plastic,S726,Sparta 500ml Tritan Water Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 2,Drinkware / Plastic,S733,Lakeland 600ml Tritan Insulated Water Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 2,Drinkware / Plastic,S816,Sorento 500ml Water Pouch,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Drinkware / Plastic,S894,Cripps RPET 950mL Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 2,Essential & PPE Products / Safety,K485,Reflective Wrist Band,auto_mapped_by_keyword,Giveaways & Event Accessories,Wristbands,0.94,GIVE-020,,,,
PromoBrands,Category 2,Essential & PPE Products / Safety,K489,Reflective Slap Wristband,auto_mapped_by_keyword,Giveaways & Event Accessories,Wristbands,0.94,GIVE-020,,,,
PromoBrands,Category 2,Food Storage,D170,The Seasons Rechargeable Pepper/Salt Grinder,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Food Storage,H450,Double Stack RPP Lunch Box,auto_mapped_by_keyword,Home & Living,Kitchen & Dining,0.84,HOME-020,,,,
PromoBrands,Category 2,Food Storage / Food Storage,H452,The Lunch Box 800ml,auto_mapped_by_keyword,Home & Living,Kitchen & Dining,0.84,HOME-020,,,,
PromoBrands,Category 2,Health & Wellness / Dental Care,H398,Bambu Toothbrush,auto_mapped_by_keyword,Personal Care,Grooming,0.86,PC-090,,,,
PromoBrands,Category 2,Health & Wellness / Dental Care,RB1028,Clear Travel Case,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Health & Wellness / Exercise & Fitness,RB1016,Gym Drawstring Bag,auto_mapped_by_keyword,Bags,Drawstring Bags,0.9,BAG-050,,,,
PromoBrands,Category 2,Health & Wellness / Exercise & Fitness,T158,Phil's Pickle Ball Set,auto_mapped_by_keyword,Outdoor & Sports,Sports Products,0.86,OUT-040,,,,
PromoBrands,Category 2,Health & Wellness / Exercise & Fitness,T521,Zoom Popper Wrist Disc,auto_mapped_by_keyword,Toys & Games,Outdoor Toys,0.9,TOY-050,,,,
PromoBrands,Category 2,Health & Wellness / Personal Care,B106,Bamboo Hairbrush,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Health & Wellness / Travel & Personal Accessories,M200,The Ego Pocket Mirror,auto_mapped_by_keyword,Personal Care,Mirrors & Beauty Accessories,0.84,PC-070,,,,
PromoBrands,Category 2,Home & Entertainment,T222,Waterproof Phone Pouch,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Home & Entertainment / Barware,D306,Catalina Wine Cooler,auto_mapped_by_keyword,Barware & Accessories,Wine Accessories,0.9,BAR-050,,,,
PromoBrands,Category 2,Home & Entertainment / Barware,NP162,Cap Gun,auto_mapped_by_keyword,Toys & Games,Novelty Toys,0.86,TOY-070,,,,
