supplier,sku,product_name,source_field,raw_category_path,source_row_count
NIConcept,HS1018,"High Sierra Forester RPET 22"" 52L Wheeled Duffel",categorisation + category_/_sub category,Bags,1
NIConcept,HS1020,High Sierra Freewheel Pro RPET Backpack,categorisation + category_/_sub category,Bags,1
NIConcept,HS1021,High Sierra Eco 200 Lumen LED Flashlight,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,HS1022,High Sierra Fairlead 64L Duffel Backpack,categorisation + category_/_sub category,Bags,1
NIConcept,HS1024,High Sierra Access 4.0 Backpack 43L,categorisation + category_/_sub category,Bags,2
NIConcept,HS1025,High Sierra Access Light Backpack 45L,categorisation + category_/_sub category,Bags,1
NIConcept,HS1026,High Sierra Travel Backpack 42 L,categorisation + category_/_sub category,Bags,1
NIConcept,HS1027,High Sierra Travel Duffel,categorisation + category_/_sub category,Bags,1
NIConcept,HS1028,High Sierra Extension Backpack 39L,categorisation + category_/_sub category,Bags,1
NIConcept,HS1029,High Sierra Camille Duffel 31L,categorisation + category_/_sub category,Bags,1
NIConcept,HS1030,High Sierra Crib Bag,categorisation + category_/_sub category,Bags,1
NIConcept,JB1001,Colour Pop JournalBook,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,JB1003,Pedova Soft Bound JournalBook,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,JB1005,Abruzzo Soft Bound JournalBook,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,JB1006,Pedova Large Ultra Soft Bound JournalBook,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,JB1008,Nova Bound JournalBook,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,JB1010,A5 Journal Cover,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,JB1011,A5 Journal Cover,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,JB1012,Modena Bound JournalBook,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,JB1013,Nova Colour Pop Bound JournalBook,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,JB1014,Vienna Hard Bound JournalBook,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,JB1015,Colour Pop Saddlestitch JournalBook,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,JB1016,Solid Saddlestitch Bound JournalBook,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,JB1017,Spectrum Pocket Bound JournalBook,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,JB1018,Pedova Refillable JournalBook,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,JB1018RF,Refill For JB1018,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,JB1019,Uptown Refillable Leather JournalBook,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,JB1020,Recycled Ambassador Bound JournalBook,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,JB1022,Colour Bound JournalBook,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,JB1023,Vienna Large Hard Bound JournalBook,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,JB1024,Priestly JournalBook & Ballpoint Pen,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,JB1025,Nova Bound JournalBook w/ Blank Pages,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,JB1026,Geo Notebook & Pen Set,categorisation + category_/_sub category,Giftsets,1
NIConcept,JB1027,Spectrum A5 Hard Cover JournalBook,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,JB1028,Mela Recycled A5 Apple JournalBook,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,JB1029,Recycled Marine Bound JournalBook,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,JB1030,Pineapple Leather Bound JournalBook,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,JB1031,Nova White Bound JournalBook w/ Coloured Accents,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,JB1032,Mano Recycled Hard Bound JournalBook,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,JB1033,JournalBook Alder 365 Page Diary,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,JB1034,Niove Recycled PP JournalBook & Pen,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,JB1035,Rivista JournalBook,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,JB1036,Mela Apple Leather Refillable Journal,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,KT1001,Karst A5 Stone Paper Hardcover Notebook,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,MASK01,N95 Respirator Face Mask,categorisation + category_/_sub category,Travel & Home,1
NIConcept,MASK03,Reed Face Mask,categorisation + category_/_sub category,Travel & Home,1
NIConcept,MASK04,Viroblock Face Mask,categorisation + category_/_sub category,Travel & Home,1
NIConcept,MM1006,Marksman Alpha Notebook,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,MM1012,Marksman Voyager Ballpoint Pen,categorisation + category_/_sub category,Office,1
NIConcept,MM1018,"Marksman 23"" Square Automatic Umbrella",categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,MM1024,Orin A5 RPET Notebook,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,PB1004,Radiant 5000 mAh Solar Power Bank,categorisation + category_/_sub category,Technology,1
NIConcept,S1JTW,Skullcandy Jib True 2,categorisation + category_/_sub category,Health & Personal,1
NIConcept,S5PRW,Skullcandy Riff Wireless,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,S6HHW,Skullcandy Hesh ANC Wireless,categorisation + category_/_sub category,Technology,1
NIConcept,SB1001,Tour Golf Umbrella,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,SB1002,Vented Folding Umbrella,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,SB1009,Auto Open Colourised Fashion Umbrella,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,SB1010,"Course 62"" Vented Golf Umbrella",categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,SC1001,Scriptura Gift Set,categorisation + category_/_sub category,Giftsets,1
NIConcept,SC1003,Scriptura Ballpoint Pen,categorisation + category_/_sub category,Office,1
NIConcept,SC1011,Scriptura A5 JournalBook,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,SC1012,Scriptura Ballpoint Pen Gift Set,categorisation + category_/_sub category,Giftsets,1
NIConcept,SC1013,Scriptura Hercules Ballpoint Pen,categorisation + category_/_sub category,Office,1
NIConcept,SC1015,Scriptura Striation Ballpoint Pen,categorisation + category_/_sub category,Giftsets,1
NIConcept,SC1017,Scriptura Notebook Gift Set,categorisation + category_/_sub category,Giftsets,1
NIConcept,SC1018,Scriptura Notebook & Pen Giftset,categorisation + category_/_sub category,Giftsets,1
NIConcept,SC1019,Scriptura Ballpoint Pen,categorisation + category_/_sub category,Office,1
NIConcept,SC1020,Scriptura Slick Ballpoint Twist Action Pen,categorisation + category_/_sub category,Office,1
NIConcept,SC1021,Scriptura Volt Rollerball Pen,categorisation + category_/_sub category,Office,1
NIConcept,SC1022,Scriptura Legato Notebook & Pen,categorisation + category_/_sub category,Giftsets,1
NIConcept,SCBOX01,Scriptura Pen Gift Box,categorisation + category_/_sub category,Office,1
NIConcept,SE1424,Seasons Riviera Blackboard,categorisation + category_/_sub category,Travel & Home,1
NIConcept,SE1427,Seasons Lunar Scented Candle,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,SM-1520,Bolt 20 Piece First Aid Kit,categorisation + category_/_sub category,Health & Personal,1
NIConcept,SM-1707,Recycled AM/PM Pill Case,categorisation + category_/_sub category,Health & Personal,1
NIConcept,SM-1711,Letter Opener,categorisation + category_/_sub category,Health & Personal,1
NIConcept,SM-2348,Carabiner,categorisation + category_/_sub category,Office,1
NIConcept,SM-2360,Rectangular Soft Key Tag,categorisation + category_/_sub category,Office,1
NIConcept,SM-2373,Carabiner,categorisation + category_/_sub category,Office,1
NIConcept,SM-2396,UltraHyde / Silver Key Ring,categorisation + category_/_sub category,Office,1
NIConcept,SM-2425,Lanyard w/ Lobster Clip,categorisation + category_/_sub category,Office,1
NIConcept,SM-2430,Hang In There Lanyard,categorisation + category_/_sub category,Office,1
NIConcept,SM-2431,Hang In There Lanyard Plus,categorisation + category_/_sub category,Office,1
NIConcept,SM-2448,Lanyard w/ Flat Panel,categorisation + category_/_sub category,Office,1
NIConcept,SM-2557,Slim Silicone Card Wallet,categorisation + category_/_sub category,Office,1
NIConcept,SM-2572,Cylinder Bluetooth Speaker,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,SM-2819,Ultra Thin Wireless Charging Pad,categorisation + category_/_sub category,Technology,1
NIConcept,SM-2830,Square Wireless Charging Pad,categorisation + category_/_sub category,Office,1
NIConcept,SM-2835,Mate Wireless Charging Pad & iWatch Holder,categorisation + category_/_sub category,Office,1
NIConcept,SM-2926,Oppo Bluetooth Headphones & Microphone,categorisation + category_/_sub category,Technology,1
NIConcept,SM-2927,Omni Outdoor Bluetooth Speaker,categorisation + category_/_sub category,Office,1
NIConcept,SM-2936,Look At Me Laptop LED Light,categorisation + category_/_sub category,Games & Novelty,1
NIConcept,SM-2945,Recycled ABS Whammo 2 Bluetooth Speaker,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,SM-3263,Slimline Sticky Memo Holder,categorisation + category_/_sub category,Office,1
NIConcept,SM-3266,Magnetic Memo Holder / Clip,categorisation + category_/_sub category,Office,1
NIConcept,SM-3267,Jumbo Magnetic Memo Holder / Clip,categorisation + category_/_sub category,Office,1
NIConcept,SM-3310,Solid Jersey Gel Mouse Pad / Wrist Rest,categorisation + category_/_sub category,Games & Novelty,1
NIConcept,SM-3429,The Recycled Jotter w/ Pen,categorisation + category_/_sub category,Office,1
NIConcept,SM-3443,"5 X 7"" Snap Elastic Closure Notebook",categorisation + category_/_sub category,Office,1
NIConcept,SM-3468,The Spiral Notebook w/ Pen,categorisation + category_/_sub category,Journals & Compendiums,1
NIConcept,SM-3535,Old School Folder,categorisation + category_/_sub category,Office,1
NIConcept,SM-3727,Route Light Up Logo 3-In-1 Cable,categorisation + category_/_sub category,Technology,1
NIConcept,SM-3810,Colour Pop Earbuds,categorisation + category_/_sub category,Technology,1
NIConcept,SM-3817,Colour Pop Earbuds w/ Microphone,categorisation + category_/_sub category,Technology,1
NIConcept,SM-3993,Tech Screen Cleaning Cloth,categorisation + category_/_sub category,Technology,1
NIConcept,SM-4101,The Nash Pen,categorisation + category_/_sub category,Office,1
NIConcept,SM-4303,The Nash Pen-Highlighter,categorisation + category_/_sub category,Writing,1
NIConcept,SM-4466,Sketchi 6-Piece Coloured Pencil Set,categorisation + category_/_sub category,Games & Novelty,1
NIConcept,SM-4616,The Maven Soft Touch Metal Pen,categorisation + category_/_sub category,Writing,1
NIConcept,SM-5717,Challenger Mini Non-Woven Tote,categorisation + category_/_sub category,Bags,1
NIConcept,SM-5726,Double Laminated Wipeable Jumbo Tote 77L,categorisation + category_/_sub category,Bags,1
NIConcept,SM-5727,Challenger Non-Woven Shopper Tote,categorisation + category_/_sub category,Bags,1
NIConcept,SM-5753,The Goods Recycled Felt Luggage Tag,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,SM-5775,Bottle Buddy Water Bottle Pouch,categorisation + category_/_sub category,Bags,1
NIConcept,SM-5803,Cross Weave Zippered Drawstring Bag,categorisation + category_/_sub category,Bags,1
NIConcept,SM-5806,Kai Drawstring Bag,categorisation + category_/_sub category,Bags,1
NIConcept,SM-5810,Oriole Reflective Drawstring Bag,categorisation + category_/_sub category,Bags,1
NIConcept,SM-5823,Herringbone Jute Tote 29L,categorisation + category_/_sub category,Bags,1
NIConcept,SM-5830,Recycled 140gms Cotton Twill Tote,categorisation + category_/_sub category,Bags,1
NIConcept,SM-5892,Crossweave Heat Sealed Drawstring Bag,categorisation + category_/_sub category,Bags,1
NIConcept,SM-5894,Recycled Cotton Drawstring Bag,categorisation + category_/_sub category,Bags,1
NIConcept,SM-5939,The Goods Recycled Felt Zippered Pouch,categorisation + category_/_sub category,Bags,1
NIConcept,SM-5987,"15"" X 18"" Terry Golf Towel",categorisation + category_/_sub category,Health & Personal,1
NIConcept,SM-6788,Li'l Shorty 500ml Aluminium Sports Bottle,categorisation + category_/_sub category,Drinkware,1
NIConcept,SM-6835,Rocky 590ml Vacuum Tumbler,categorisation + category_/_sub category,Drinkware,1
NIConcept,SM-6890,Collapsible Can Insulator 350ml,categorisation + category_/_sub category,Drinkware,1
NIConcept,SM-6957,Venture Recycled R-PET Sports Bottle 620ml,categorisation + category_/_sub category,Drinkware,1
NIConcept,SM-7085,Urban Drawstring Sportspack,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7102,Hipster Budget Fanny Pack,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7103,Hipster Deluxe Fanny Pack,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7122,Mini Jute Gift Tote 5L,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7124,Medium Jute Gift Tote 17L,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7126,Large Jute Tote 29L,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7200,Rally Clear Drawstring Sportspack,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7214,Zippered Cotton Tote 37L,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7218,Recycled Cotton Contrast Side Shopper Tote 18L,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7233,"Cotton 18"" Barrel Duffel",categorisation + category_/_sub category,Bags,1
NIConcept,SM-7235,Cotton Maine Zippered Tote 15L,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7236,Natural Cotton Grocery Tote 12L,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7262,100% Cotton Carolina Convention Tote,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7289,Rivers Non-Woven Drawstring Sportspack,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7314,Lighthouse Non-Woven Boat Tote Cooler 24L,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7325,Rivers Pocket Non-Woven Convention Tote,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7329,Eros Non-Woven Tote 15L,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7333,Lighthouse Non-Woven Boat Tote 24L,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7344,Big Boy Non-Woven Shopper Tote 20L,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7346,YaYa Budget Non-Woven Shopper Tote 33L,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7348,Champion Heat Seal Drawstring Sportspack,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7350,Peek Drawstring Sportspack,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7353,Robin Drawstring Sportspack,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7372,Freedom Heat Seal Non-Woven Tote,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7379,Tie Dye Drawstring Sportspack,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7400,Rally Clear Stadium Tote 15L,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7403,Bungalow Foldaway Shopper Tote,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7408,Spectrum Budget 6 Can Lunch Cooler 5L,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7412,Little Juno Non-Woven Grocery Tote 21L,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7420,Small Zeus Non-Woven Convention Tote,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7427,Hercules Non-Woven Grocery Tote 31L,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7428,Large Oriole Drawstring Sportspack,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7431,Hercules Insulated Grocery Tote 29L,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7434,Evergreen Non-Woven Drawstring Sportpack,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7453,Mini Elm Non-Woven Tote 6L,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7461,Raven Drawstring Bag,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7548,Oriole Drawstring Sportspack,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7556,Large Boat Tote 13L,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7601,The Survivor Waterproof Outdoor Bag 8L,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7623,Cooling Heathered Wrist Band w/ Pocket,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,SM-7655,Go Go Rally Towel,categorisation + category_/_sub category,Health & Personal,1
NIConcept,SM-7766,All-Purpose Cotton Canvas Tote,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7774,Quilted 12-Can Lunch Cooler 10L,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7793,Multi-Purpose Travel Bag,categorisation + category_/_sub category,Bags,1
NIConcept,SM-7821,The Sun Ray Promotional Glasses,categorisation + category_/_sub category,Games & Novelty,1
NIConcept,SM-7823,Retro Promotional Glasses,categorisation + category_/_sub category,Games & Novelty,1
NIConcept,SM-7861,Retro Promotional Glasses - Solid,categorisation + category_/_sub category,Games & Novelty,1
NIConcept,SM-7952,Golf Buddy,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,SM-9000,Velvet Pouch,categorisation + category_/_sub category,Writing,1
NIConcept,SM-9335,The Tonca 11-Function Mini Multi-Tool,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,SM-9350,26-Piece Deluxe Tool Kit,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,SM-9360,The Engineer Multi-Tool,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,SM-9390,Rugged Locking Tape Measure,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,SM-9401,The Pro Locking Tape Measure,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,SM-9402,The Handyman Locking Tape Measure,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,SM-9403,The Journeyman Locking Tape Measure,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,SM-9408,Combo Tape Measure / Level,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,SM-9435,8-Function Stainless Steel Knife,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,SM-9447,Stand-Up Pocket Mirror,categorisation + category_/_sub category,Health & Personal,1
NIConcept,SM-9465,Personal Comfort Travel Kit,categorisation + category_/_sub category,Bags,1
NIConcept,SM-9470,Rally Disposable Poncho,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,SM-9487,Claro Travel Bag,categorisation + category_/_sub category,Bags,1
NIConcept,SM-9488,Carry-On Kit 13L,categorisation + category_/_sub category,Bags,1
NIConcept,SM-9527,Mini Rechargeable 50 Lumen Flashlight,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,SM-9590,Traverse Business Card Holder,categorisation + category_/_sub category,Health & Personal,1
NIConcept,SM-9658,Mini COB Pop Up Lantern,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,SM-9696,Mini Camping Lantern,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,SM-9779,Rechargeable 1200mah Flashlight,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,SM-9846,Astro Flashlight,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,SM-9901,The Safety Vest,categorisation + category_/_sub category,Health & Personal,1
NIConcept,SM-9904,Carry All Travel Pouch,categorisation + category_/_sub category,Bags,1
NIConcept,SM-9935,Recycled Cotton Twill Pouch,categorisation + category_/_sub category,Bags,1
NIConcept,SM-9938,Cotton Travel Pouch,categorisation + category_/_sub category,Bags,1
NIConcept,SM-9983,Life-Saving Hammer,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,TK1001,Trekk Multi-Tool,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,TK1005,Trekk Torch w/ Compass,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,TK1017,Trekk Deluxe Multi Tool,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,TK1018,Trekk Stainless 700 Ml Drink Bottle,categorisation + category_/_sub category,Drinkware,1
NIConcept,TK1024-2,"Trekk 2.0 15"" Computer Backpack35L",categorisation + category_/_sub category,Bags,1
NIConcept,TK1028,Oversized Folding Chair,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,TK1031,Portofino Trekk Wicker Cooler Basket 25L,categorisation + category_/_sub category,Bags,1
NIConcept,TK1037,Trekk Picnic Table,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,TK1038,Trekk Cheeseboard Set,categorisation + category_/_sub category,Travel & Home,1
NIConcept,TK1039,Trekk Turkish Beach Towel,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,TK1040,Trekk Round Picnic Rug,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,TK1041,Trekk Flat Terry Towel,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,TK1042,Trekk Highland 3-In-1 Copper Vacuum Bottle Kit 950ml,categorisation + category_/_sub category,Drinkware,1
NIConcept,TK1043,Trekk Tic Tac Toe Game,categorisation + category_/_sub category,Games & Novelty,1
NIConcept,TK1044,Trekk Serving Board,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,TK1045,Trekk 300 Lumens Torch,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,TK1046,Trekk Wicker Basket w/ Picnic Table,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,TK1047,Trekk K-Max Crib Bag 18L,categorisation + category_/_sub category,Bags,1
NIConcept,TK1048,Trekk S-Max 38L Sportsbag,categorisation + category_/_sub category,Bags,1
NIConcept,TK1049,Trekk Deluxe Can Holder,categorisation + category_/_sub category,Drinkware,1
NIConcept,TK1050,Trekk Skittle Throw Game,categorisation + category_/_sub category,Games & Novelty,1
NIConcept,TK1051,Trekk 100% Cotton Turkish Towel,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,TK1052,Trekk Minatore 1.1 L Bottle,categorisation + category_/_sub category,Drinkware,1
NIConcept,TK1053,Trekk Destin Waterproof Beach Bag 26L,categorisation + category_/_sub category,Bags,1
NIConcept,TK1054,Trekk Round Bamboo Glass Cheese Set,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,TK1055,Trekk Oval Bamboo Glass Knife Set,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,TK1056,Trekk Scented Candle w/ Soy Wax,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,TK1057,Trekk Bug Off Fan,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,TK1059,Trekk 350ml 2-In-1 Tumbler Cooler,categorisation + category_/_sub category,Drinkware,2
NIConcept,TK1060,Trekk DuoFlow Recycled Vacuum Bottle - 750ml,categorisation + category_/_sub category,Drinkware,1
NIConcept,TK1061,Trekk Survival Multi-Tool,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,TK1062,Trekk Survival Hammer & Multi-Tool,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,TK1063,Trekk Cove 1.5 L Vacuum Insulated Stainless Steel Bottle,categorisation + category_/_sub category,Drinkware,1
NIConcept,TK1064,Trekk Stout Workman Crib 18L,categorisation + category_/_sub category,Bags,1
NIConcept,TK1065,Trekk Stout Workman Duffel 45L,categorisation + category_/_sub category,Bags,1
NIConcept,TK1066,Trekk 3W LED Torch,categorisation + category_/_sub category,Outdoor & Leisure,2
NIConcept,TK1067,Trekk Pioneer Soft Roll-Top Cooler 28L,categorisation + category_/_sub category,Bags,1
NIConcept,TK1068,Trekk Pioneer Hard 24 Can Cooler,categorisation + category_/_sub category,Bags,1
NIConcept,TK1069,Trekk Outdoor Speaker & Wireless Powerbank,categorisation + category_/_sub category,Outdoor & Leisure,1
NIConcept,TK1070,"Trekk Alpine 17"" Computer Backpack 42L",categorisation + category_/_sub category,Bags,1
NIConcept,TK1071,Trekk Terra Chug or Sip Bottle - 800ml,categorisation + category_/_sub category,Drinkware,1
NIConcept,TKC1001,Trekk Austin Organic Washed Cotton Cap,categorisation + category_/_sub category,Apparel,1
NIConcept,TKC1002,Trekk Alliance Organic Cotton Twill Cap,categorisation + category_/_sub category,Apparel,1
NIConcept,TKC1003,Trekk Falcon Flex Cap,categorisation + category_/_sub category,Apparel,1
NIConcept,TKC1004,Trekk Turbine Trucker Cap,categorisation + category_/_sub category,Apparel,1
NIConcept,TKC1005,Trekk Stealth Mesh Flex Cap,categorisation + category_/_sub category,Apparel,1
NIConcept,TL1001,"Thule Achiever 16"" Laptop Backpack",categorisation + category_/_sub category,Bags,1
NIConcept,TL1002,Thule Subterra PowerShuttle,categorisation + category_/_sub category,Bags,1
NIConcept,TL1003,"Thule Recycled Lumion 16"" Computer Backpack 21L",categorisation + category_/_sub category,Bags,1
NIConcept,TL1004,"Thule GoPack 28"" Cargo Duffel w/ Mid Blue Accent",categorisation + category_/_sub category,Bags,1
NIConcept,TM12501,Stinson Softshell Vest - Mens,categorisation + category_/_sub category,Apparel,1
NIConcept,TM12505,Men's Joris Eco Waterproof Softshell Vest,categorisation + category_/_sub category,Apparel,1
NIConcept,TM12605,Egmont Packable Jacket - Mens,categorisation + category_/_sub category,Apparel,1
NIConcept,TM12608,Men's TOBA Packable Jacket,categorisation + category_/_sub category,Apparel,1
NIConcept,TM12713,Cascade Jacket - Mens,categorisation + category_/_sub category,Apparel,1
NIConcept,TM12723,Ansel Jacket - Mens,categorisation + category_/_sub category,Apparel,1
NIConcept,TM12725,Rincon Eco Packable Jacket - Mens,categorisation + category_/_sub category,Apparel,1
NIConcept,TM12907,Peyto Softshell Jacket - Mens,categorisation + category_/_sub category,Apparel,1
NIConcept,TM12936,Index Softshell Jacket - Mens,categorisation + category_/_sub category,Apparel,1
NIConcept,TM12937,Karmine Softshell Jacket - Mens,categorisation + category_/_sub category,Apparel,1
NIConcept,TM12938,Gearhart Softshell Jacket - Mens,categorisation + category_/_sub category,Apparel,1
NIConcept,TM12939,Oracle Softshell Jacket - Mens,categorisation + category_/_sub category,Apparel,1
NIConcept,TM12940,Men's Joris Eco Waterproof Softshell Jacket,categorisation + category_/_sub category,Apparel,1
NIConcept,TM16209,Kiso Short Sleeve Polo - Mens,categorisation + category_/_sub category,Apparel,1
NIConcept,TM16222,Crandall Short Sleeve Polo - Mens,categorisation + category_/_sub category,Apparel,1
NIConcept,TM16252,Moreno Short Sleeve Polo - Mens,categorisation + category_/_sub category,Apparel,1
NIConcept,TM16255,Mori Long Sleeve Polo - Mens,categorisation + category_/_sub category,Apparel,1
NIConcept,TM16309,Wilcox Short Sleeve Polo - Mens,categorisation + category_/_sub category,Apparel,1
NIConcept,TM16310,Remus Short Sleeve Polo - Mens,categorisation + category_/_sub category,Apparel,1
NIConcept,TM16311,Otis Short Sleeve Polo - Mens,categorisation + category_/_sub category,Apparel,1
NIConcept,TM16314,Somoto Eco Short Sleeve Polo - Mens,categorisation + category_/_sub category,Apparel,1
NIConcept,TM16316,IZU Everything Performance Eco Polo - Men's,categorisation + category_/_sub category,Apparel,1
NIConcept,TM16398,Dade Short Sleeve Polo - Mens,categorisation + category_/_sub category,Apparel,1
NIConcept,TM16511,Men's Piedmont Short Sleeve Performance Polo,categorisation + category_/_sub category,Apparel,1
NIConcept,TM16512,Men's Cerrado Short Sleeve Performance Polo,categorisation + category_/_sub category,Apparel,1
NIConcept,TM16624,Belmont Short Sleeve Polo - Mens,categorisation + category_/_sub category,Apparel,1
