supplier,sku,product_name,source_field,raw_category_path,source_row_count
Logoline,LL0419,Aroma Eco Cup / Handle Lid,Collection + Category + SubCategory,Drinkware / Coffee Cups,7
Logoline,LL0422,Aroma Coffee Cup / Comfort Lid,Collection + Category + SubCategory,"Drinkware / Coffee Cups / 350 mL,350 mL",8
Logoline,LL0423,Aroma Coffee Cup / Handle Lid,Collection + Category + SubCategory,"Drinkware / Coffee Cups / 350 mL,350 mL",8
Logoline,LL0426,Aroma Eco Cup / Eco Comfort Lid,Collection + Category + SubCategory,Drinkware / Coffee Cups,8
Logoline,LL0427,Vienna Coffee Cup / Silicone Lid,Collection + Category + SubCategory,Drinkware / Coffee Cups / 320 mL,4
Logoline,LL0432,Vienna Coffee Cup / Flip Lid,Collection + Category + SubCategory,Drinkware / Coffee Cups / 320 mL,4
Logoline,LL0433,Vienna Coffee Cup with M&M's,Collection + Category + SubCategory,Confectionery / M&M's / 320 mL,6
Logoline,LL0437,Vienna Coffee Cup / Snap Lid,Collection + Category + SubCategory,Drinkware / Coffee Cups / 320 mL,4
Logoline,LL0439,Kick Coffee Cup / Silicone Band,Collection + Category + SubCategory,Drinkware / Coffee Cups / 320 mL,5
Logoline,LL0440,Ninja Coffee Cup,Collection + Category + SubCategory,"Drinkware / Coffee Cups / 350 mL,350 mL",10
Logoline,LL0441,Cascade Coffee Cup,Collection + Category + SubCategory,Drinkware / Coffee Cups / 320 mL,10
Logoline,LL0443,Kick Cup Crystal / Silicone Band,Collection + Category + SubCategory,Drinkware / Coffee Cups / 320 mL,5
Logoline,LL0444,Kick Coffee Cup with Jelly Beans,Collection + Category + SubCategory,Confectionery / Jelly Beans / 320 mL,7
Logoline,LL0446,Flair Stainless Steel Coffee Cup,Collection + Category + SubCategory,"Drinkware / Coffee Cups / 350 mL,350 mL",9
Logoline,LL0448,Vienna Eco Coffee Cup / RPET Band,Collection + Category + SubCategory,Drinkware / Coffee Cups / 320 mL,5
Logoline,LL0449,Vienna Coffee Cup / Flip Lid / RPET Band,Collection + Category + SubCategory,Drinkware / Coffee Cups / 320 mL,4
Logoline,LL0450,Vienna Coffee Cup / Silicone Lid / RPET Band,Collection + Category + SubCategory,Drinkware / Coffee Cups / 320 mL,4
Logoline,LL0451,Vienna Coffee Cup / Snap Lid / RPET Band,Collection + Category + SubCategory,Drinkware / Coffee Cups / 320 mL,4
Logoline,LL0453,Kick Eco Coffee Cup / Silicone Band,Collection + Category + SubCategory,Drinkware / Coffee Cups / 320 mL,5
Logoline,LL0461,Vienna Coffee Cup / Snap Lid / Cork Band,Collection + Category + SubCategory,Drinkware / Coffee Cups / 320 mL,4
Logoline,LL0463,Vulcan Wheat Fibre Mug,Collection + Category + SubCategory,Drinkware / Coffee Cups,4
Logoline,LL0466,Octave Pen,Collection + Category + SubCategory,"Office / Pens / Blue Refill,Plastic",12
Logoline,LL0468,Gemini Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Plastic",11
Logoline,LL0469,Gemini Metallic Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Plastic",11
Logoline,LL0470,Aquarius Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Plastic",1
Logoline,LL0474,Javelin Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Plastic",12
Logoline,LL0501,Black Cardboard Pen Box,Collection + Category + SubCategory,Packaging / Cardboard Gift Boxes,1
Logoline,LL0512,Cardboard Pen Sleeve,Collection + Category + SubCategory,Office / Pens,2
Logoline,LL0519,Nova Power Bank,Collection + Category + SubCategory,"Technology / Power Banks / 5,000 mAh",8
Logoline,LL0596,"Viper 5,000mAh Bamboo Power Bank",Collection + Category + SubCategory,"Technology / Power Banks / 5,000 mAh",4
Logoline,LL0599,Primo Power Bank,Collection + Category + SubCategory,"Technology / Power Banks / 5,000 mAh",3
Logoline,LL062,Egg Shape Sugar Free Breath Mints,Collection + Category + SubCategory,Confectionery / Mints,2
Logoline,LL0622,Surge Power Bank,Collection + Category + SubCategory,Technology / Power Banks,1
Logoline,LL0623,Extreme Power Bank,Collection + Category + SubCategory,Technology / Power Banks,1
Logoline,LL0714,LED Torch Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Plastic",1
Logoline,LL0726,Element Stationery Set,Collection + Category + SubCategory,Office / Stationery,4
Logoline,LL0728,Script Stationery Set,Collection + Category + SubCategory,Office / Stationery / Pencils,3
Logoline,LL073,Click It Mint Tins,Collection + Category + SubCategory,Confectionery / Mints,3
Logoline,LL077,Rectangular Sugar Free Breath Mints,Collection + Category + SubCategory,Confectionery / Mints,2
Logoline,LL0773,Defender Waterproof Pouch,Collection + Category + SubCategory,Technology / Tech Accessories,1
Logoline,LL0850,Magnum Ceramic Mug / Cork Base,Collection + Category + SubCategory,Drinkware / Coffee Cups,8
Logoline,LL0853,Manta Vacuum Cup,Collection + Category + SubCategory,Drinkware / Coffee Cups,11
Logoline,LL0863,Milano Vacuum Cup,Collection + Category + SubCategory,Drinkware / Coffee Cups,10
Logoline,LL0877,Aztec Coffee Cup,Collection + Category + SubCategory,Drinkware / Coffee Cups,15
Logoline,LL0941,Andean Notebook,Collection + Category + SubCategory,Office / Notebooks,3
Logoline,LL0944,Tourist A5 Notebook,Collection + Category + SubCategory,Office / Notebooks,6
Logoline,LL0946,Trek Notebook,Collection + Category + SubCategory,Office / Notebooks,6
Logoline,LL0950,Savannah Notebook,Collection + Category + SubCategory,Office / Notebooks,8
Logoline,LL0951,Savannah Notebook / Matador Pen,Collection + Category + SubCategory,Office / Notebooks,13
Logoline,LL0952,Savannah Notebook / Eco Matador Pen,Collection + Category + SubCategory,Office / Notebooks,10
Logoline,LL0953,Daily Note Planner,Collection + Category + SubCategory,Office / Notebooks / Noteflags,5
Logoline,LL0976,Taurus Coffee Cup,Collection + Category + SubCategory,Drinkware / Coffee Cups,10
Logoline,LL0980,Cosy Stainless Steel Drink Cooler,Collection + Category + SubCategory,Drinkware / Drinkware Accessories,4
Logoline,LL0997,Eagle Coffee Cup,Collection + Category + SubCategory,Drinkware / Coffee Cups / 300 mL,8
Logoline,LL10,Sharpened Timber Pencil,Collection + Category + SubCategory,Office / Stationery / Pencils,2
Logoline,LL1002,Water Saving Shower Timer,Collection + Category + SubCategory,Home & Auto / Home Accessories,4
Logoline,LL1007,Recycled Newspaper Pencil,Collection + Category + SubCategory,Office / Stationery / Pencils,2
Logoline,LL102,Condo Keytag,Collection + Category + SubCategory,Home & Auto / Keytags,6
Logoline,LL1023,Rizz Coffee Cup,Collection + Category + SubCategory,Drinkware / Coffee Cups / 390 mL,8
Logoline,LL1025,Heron Double Wall Coffee Cup,Collection + Category + SubCategory,Drinkware / Coffee Cups / 390 mL,9
Logoline,LL1026,Slipstream Double Wall Coffee Cup,Collection + Category + SubCategory,Drinkware / Coffee Cups / 320 mL,11
Logoline,LL1047,Spa Bamboo Hair Brush,Collection + Category + SubCategory,Personal / Grooming,5
Logoline,LL1062,Line Four Wheatstraw Game,Collection + Category + SubCategory,Lifestyle / Games & Puzzles,4
Logoline,LL11,Transparent 30cm Ruler,Collection + Category + SubCategory,Office / Stationery / Rulers,4
Logoline,LL11009,Laser Torch,Collection + Category + SubCategory,Home & Auto / Torches,6
Logoline,LL112,Brain Stress Reliever,Collection + Category + SubCategory,Novelties / Stress Relievers,4
Logoline,LL115,Stratos Cardboard Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Blue Refill,Enviro",12
Logoline,LL1175,Snap Memo Clip,Collection + Category + SubCategory,Office / Desk Accessories,1
Logoline,LL12,30cm Ruler,Collection + Category + SubCategory,Office / Stationery / Rulers,4
Logoline,LL1219,Drone Wax Highlighters,Collection + Category + SubCategory,Office / Stationery / Highlight Markers,6
Logoline,LL1295,Doodle 12 Pencils in Tin,Collection + Category + SubCategory,Office / Stationery,6
Logoline,LL13,Recycled Plastic Ruler 30cm,Collection + Category + SubCategory,Office / Stationery / Rulers,2
Logoline,LL1328,City Stationery Case,Collection + Category + SubCategory,Office / Stationery,1
Logoline,LL134,Happy Klapper,Collection + Category + SubCategory,Novelties / Noisemakers,6
Logoline,LL1385,Hike Bottle,Collection + Category + SubCategory,Drinkware / Drink Bottles / 800 mL,10
Logoline,LL1390,Tahiti Bottle,Collection + Category + SubCategory,Drinkware / Drink Bottles / 725 mL,8
Logoline,LL1394,Capri Glass Bottle,Collection + Category + SubCategory,Drinkware / Drink Bottles / 550 mL,8
Logoline,LL1397,Capri Glass Bottle / Silicone Sleeve,Collection + Category + SubCategory,Drinkware / Drink Bottles / 550 mL,9
Logoline,LL1398,Capri Glass Bottle / Neoprene Sleeve,Collection + Category + SubCategory,Drinkware / Drink Bottles / 550 mL,6
Logoline,LL14,15cm Ruler,Collection + Category + SubCategory,Office / Stationery / Rulers,4
Logoline,LL1402,Contractor Tape Measure,Collection + Category + SubCategory,Home & Auto / Tools,2
Logoline,LL1405,Duo Screwdriver / Spirit Level / LED Light,Collection + Category + SubCategory,Home & Auto / Tools,1
Logoline,LL1408,Exocet 5m Retracting Tape Measure,Collection + Category + SubCategory,Home & Auto / Tools,5
Logoline,LL1410,Zig Zag RPET Microfibre Lens Cloth,Collection + Category + SubCategory,Technology / Microfibre Cloths,8
Logoline,LL1461,Vespa Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Plastic",11
Logoline,LL1472,Stingray Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Plastic",11
Logoline,LL15,30cm Wheatstraw Ruler,Collection + Category + SubCategory,Office / Desk Accessories,4
Logoline,LL1614,Zoom LCD Writing Tablet,Collection + Category + SubCategory,Technology / Tech Accessories,1
Logoline,LL1634,Compact Pop Up Brush / Mirror Set,Collection + Category + SubCategory,Personal / Grooming,5
Logoline,LL1637,LED Compact Mirror,Collection + Category + SubCategory,Personal / Grooming,5
Logoline,LL1638,Finesse Compact Mirror,Collection + Category + SubCategory,Personal / Grooming,6
Logoline,LL1724,Medical Mop Top Pen / Stylus,Collection + Category + SubCategory,"Office / Pens / Black Refill,Plastic",7
Logoline,LL1799,Hurricane Poncho,Collection + Category + SubCategory,Lifestyle / Wearables,3
Logoline,LL1822,Sizzle Foam Visor,Collection + Category + SubCategory,Lifestyle / Wearables,2
Logoline,LL19,Recycled Eco 30cm Ruler,Collection + Category + SubCategory,Office / Stationery,4
Logoline,LL1904,Tourer Pencil Set,Collection + Category + SubCategory,Office / Stationery / Pencils,6
Logoline,LL1907,Mighty Pencil Set,Collection + Category + SubCategory,Office / Stationery / Pencils,4
Logoline,LL1909,Panorama Coloured Pencil Set,Collection + Category + SubCategory,Office / Stationery,5
Logoline,LL1911,Mural Pencil / Crayon Set,Collection + Category + SubCategory,Office / Stationery,6
Logoline,LL1914,Pablo Pencil Set,Collection + Category + SubCategory,Office / Stationery,6
Logoline,LL1916,Aspen Plastic Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Plastic",12
Logoline,LL192,Monet Pencil Set,Collection + Category + SubCategory,Office / Stationery / Pencils,7
Logoline,LL193,Rembrandt Pencils in Tube,Collection + Category + SubCategory,Office / Stationery,5
Logoline,LL1950,Colouroo Long Pencils in Tube,Collection + Category + SubCategory,Office / Stationery / Pencils,3
Logoline,LL196,Dali Crayon Set,Collection + Category + SubCategory,Office / Stationery / Crayons,5
Logoline,LL198,Louvre Crayons in PVC Zipper Pouch,Collection + Category + SubCategory,Office / Stationery / Crayons,4
Logoline,LL1999,Dental Floss Dispenser with Mirror,Collection + Category + SubCategory,Personal / Grooming,1
Logoline,LL200,Matador Cardboard Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Enviro",12
Logoline,LL2000,Custom Box,Collection + Category + SubCategory,Packaging / Custom-Sized & Branded Boxes,1
Logoline,LL2004,Clear Rectangular 6 Compartment Pill Box,Collection + Category + SubCategory,Personal / Pill Boxes,1
Logoline,LL2006,New Vogue Nail File,Collection + Category + SubCategory,Personal / Grooming,4
Logoline,LL2008,Salon Emery Boards,Collection + Category + SubCategory,Personal / Grooming,1
Logoline,LL201,Skol Bottle Opener / Keytag,Collection + Category + SubCategory,Drinkware / Drinkware Accessories,7
Logoline,LL2014,Evergreen Straw Set,Collection + Category + SubCategory,Drinkware / Drinkware Accessories,5
Logoline,LL2015,Lip Balm Stick,Collection + Category + SubCategory,Personal / Grooming,5
Logoline,LL2017,Cube Lip Balm,Collection + Category + SubCategory,Personal / Grooming,4
Logoline,LL2018,Ritz Cube Lip Balm,Collection + Category + SubCategory,Personal / Grooming,2
Logoline,LL2019,Buzz Paper Straws,Collection + Category + SubCategory,Drinkware / Drinkware Accessories,1
Logoline,LL202,Matador Eco Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Enviro",12
Logoline,LL2021,Bamboo Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Enviro",13
Logoline,LL2033,Aspen Bamboo Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Enviro",13
Logoline,LL2035,Aspen Bamboo Pen / Stylus,Collection + Category + SubCategory,"Office / Pens / Black Refill,Enviro",13
Logoline,LL2037,Hornet Bamboo Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Enviro",13
Logoline,LL2039,Aspen Paper Pen,Collection + Category + SubCategory,Office / Pens / Enviro,8
Logoline,LL2044,Raptor RPET Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Enviro",9
Logoline,LL205,Cheers Bottle Opener / Keytag,Collection + Category + SubCategory,Home & Auto / Keytags,6
Logoline,LL207,Spinner Bottle Opener,Collection + Category + SubCategory,Drinkware / Drinkware Accessories,1
Logoline,LL208,Casino Tri Highlighter,Collection + Category + SubCategory,Office / Stationery / Highlight Markers,5
Logoline,LL209,Matador Cork Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Enviro",12
Logoline,LL210,Daisy Highlighter,Collection + Category + SubCategory,Office / Stationery / Highlight Markers,6
Logoline,LL2111,Austin Pen / Stylus,Collection + Category + SubCategory,"Office / Pens / Black Refill,Metal",13
Logoline,LL2113,Aspen Aluminium Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Metal",13
Logoline,LL2115,Octave Gel Ink Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Enviro,Ink - Gel,Plastic",12
Logoline,LL2131,Matador Bamboo Pen,Collection + Category + SubCategory,Office / Pens / Enviro,12
Logoline,LL2134,Yale Stationery Set,Collection + Category + SubCategory,Office / Stationery / Sets,3
Logoline,LL21341,Stanford Stationery Set,Collection + Category + SubCategory,Office / Stationery / Sets,4
Logoline,LL21343,Oxford Stationery Set,Collection + Category + SubCategory,Office / Stationery / Pencil Cases,6
Logoline,LL21344,Harvard Stationery Set,Collection + Category + SubCategory,Office / Stationery / Sets,1
Logoline,LL22,Chippy Carpenters Pencil,Collection + Category + SubCategory,Office / Stationery / Pencils,7
Logoline,LL2230,Elite Gift Set with Hip Flask,Collection + Category + SubCategory,Drinkware / Gift Sets,6
Logoline,LL2295,Surf Stubby Cooler,Collection + Category + SubCategory,Drinkware / Drinkware Accessories,6
Logoline,LL2299,Cooler Brick,Collection + Category + SubCategory,Drinkware / Drinkware Accessories,2
Logoline,LL2315,Sumo Cooler Lunch Bag,Collection + Category + SubCategory,Bags / Cooler & Insulated Bags,4
Logoline,LL2320,Alpine Cooler Bag,Collection + Category + SubCategory,Bags / Cooler & Insulated Bags,5
Logoline,LL2328,Bamboo 30cm Ruler,Collection + Category + SubCategory,Office / Stationery / Rulers,4
Logoline,LL2330,Subzero Cooler Bag,Collection + Category + SubCategory,Bags / Cooler & Insulated Bags,6
Logoline,LL2333,Apex Cooler Bag,Collection + Category + SubCategory,Bags / Cooler & Insulated Bags,4
Logoline,LL2347,Stainless Steel Hip Flask,Collection + Category + SubCategory,Drinkware / Drinkware Accessories,5
Logoline,LL2349,Monte Vacuum Flask,Collection + Category + SubCategory,Drinkware / Flasks / 600 mL,9
Logoline,LL2359,Lively Tote Bag,Collection + Category + SubCategory,Bags / Calico & Canvas Bags / 200gsm,9
Logoline,LL2361,Ariel Canvas Tote Bag,Collection + Category + SubCategory,Bags / Calico & Canvas Bags,10
Logoline,LL2363,Splendid Canvas Bag,Collection + Category + SubCategory,Bags / Tote Bags,7
Logoline,LL240,Priscilla / Patrick Pig Coin Bank,Collection + Category + SubCategory,Novelties / Coin Banks,6
Logoline,LL2408,Micro Piglet Coin Bank,Collection + Category + SubCategory,Novelties / Coin Banks,5
Logoline,LL241,House Coin Bank®,Collection + Category + SubCategory,Novelties / Coin Banks,1
Logoline,LL2655,Scribe Spiral Notebook with Pen,Collection + Category + SubCategory,Office / Notebooks,4
Logoline,LL2659,Nitro Keytag,Collection + Category + SubCategory,Drinkware / Drinkware Accessories,4
Logoline,LL2698,Crest Magnetic Clip,Collection + Category + SubCategory,Office / Desk Accessories,4
Logoline,LL2705,Odyssey Pocket Notebook with Pen,Collection + Category + SubCategory,Office / Notebooks,6
Logoline,LL2709,Sparky Pocket Notebook,Collection + Category + SubCategory,Office / Notebooks,6
Logoline,LL2759,Fling Thing,Collection + Category + SubCategory,Lifestyle / Flyers,3
Logoline,LL2779,Croc Magnetic Clip,Collection + Category + SubCategory,Office / Desk Accessories,4
Logoline,LL2809,Fjord Eco Ice Scraper,Collection + Category + SubCategory,Home & Auto / Auto Accessories,2
Logoline,LL2885,Zippy Wooden Yo Yo,Collection + Category + SubCategory,Novelties / Kids,6
Logoline,LL2912,Felt Tip Pens,Collection + Category + SubCategory,Office / Pens,5
Logoline,LL297,House Stress Reliever,Collection + Category + SubCategory,Novelties / Stress Relievers,5
Logoline,LL3009,Picture Power Bank,Collection + Category + SubCategory,"Technology / Power Banks / 2,200 mAh",1
Logoline,LL3011,Hi Bounce Tennis Ball,Collection + Category + SubCategory,Lifestyle / Bat & Balls,4
Logoline,LL3012,Hi Bounce Soccer Ball,Collection + Category + SubCategory,Lifestyle / Bat & Balls,4
Logoline,LL3013,Hi Bounce Basketball,Collection + Category + SubCategory,Lifestyle / Bat & Balls,1
Logoline,LL3014,Hi Bounce Ball,Collection + Category + SubCategory,Lifestyle / Bat & Balls,6
Logoline,LL3015,Ace Hacky Sacks,Collection + Category + SubCategory,Novelties / Kids,3
Logoline,LL3018,Popper Ball,Collection + Category + SubCategory,Novelties / Stress Relievers,2
Logoline,LL30193,Honey Plush Teddy Bear,Collection + Category + SubCategory,Novelties / Plush,7
Logoline,LL3024,Venezia Luggage Tag,Collection + Category + SubCategory,Lifestyle / Travel,3
Logoline,LL3027,H2O Wet Wipes,Collection + Category + SubCategory,Personal / Anti Bacterial,3
Logoline,LL3031,Petite Candle in Tin,Collection + Category + SubCategory,Personal / Candle & Diffusers,5
Logoline,LL3033,Gleam Glass Candle - Medium,Collection + Category + SubCategory,Home & Auto / Candle & Diffusers,9
Logoline,LL3035,Gleam Glass Candle - Large,Collection + Category + SubCategory,Home & Auto / Candle & Diffusers,9
Logoline,LL3036,Vanilla Reed Diffuser,Collection + Category + SubCategory,Home & Auto / Candle & Diffusers,4
Logoline,LL3062,Codex Cork Sticky Notes,Collection + Category + SubCategory,Office / Notebooks,3
Logoline,LL3065,Safari Bamboo Notebook,Collection + Category + SubCategory,Office / Notebooks,7
Logoline,LL3068,Twiggy Bamboo Notebook,Collection + Category + SubCategory,Office / Notebooks,8
Logoline,LL3073,Lumix Bamboo Sticky Notes,Collection + Category + SubCategory,Office / Notebooks,9
Logoline,LL3074,Noughts & Crosses Coaster,Collection + Category + SubCategory,Home & Auto / Games & Puzzles,5
Logoline,LL3076,Jumping Frog Game,Collection + Category + SubCategory,Home & Auto / Games & Puzzles,7
Logoline,LL3079,Crazy Bouncing Putty,Collection + Category + SubCategory,Novelties / Kids,3
Logoline,LL3081,Bling Pen,Collection + Category + SubCategory,"Office / Pens / Blue Refill,Plastic",11
Logoline,LL3111,Pickleball Set,Collection + Category + SubCategory,Lifestyle / Bat & Balls,10
Logoline,LL3114,Action Paddle / Bat & Ball Set,Collection + Category + SubCategory,Lifestyle / Bat & Balls,7
Logoline,LL3145,Corporate Colour Mini Jelly Beans,Collection + Category + SubCategory,Confectionery / Jelly Beans,1
Logoline,LL31450,Corporate Colour Mini Jelly Beans in 50 Gram Cello Bag,Collection + Category + SubCategory,Confectionery / Jelly Beans,2
Logoline,LL3146,Assorted Colour Mini Jelly Beans in Container,Collection + Category + SubCategory,Confectionery / Jelly Beans,3
Logoline,LL3147,Assorted Colour Mini Jelly Beans,Collection + Category + SubCategory,Confectionery / Jelly Beans,1
Logoline,LL31470,Assorted Colour Mini Jelly Beans in 50 Gram Cello Bag,Collection + Category + SubCategory,Confectionery / Jelly Beans,2
Logoline,LL31474,Assorted Colour Jelly Beans in 50g Box,Collection + Category + SubCategory,Confectionery / Jelly Beans,2
Logoline,LL31476,Corporate Colour Jelly Beans in 50g Box,Collection + Category + SubCategory,Confectionery / Jelly Beans,2
Logoline,LL3148,Plastic Container,Collection + Category + SubCategory,Packaging / Misc Packaging,3
Logoline,LL3149,Corporate Colour Mini Jelly Beans in Container,Collection + Category + SubCategory,Confectionery / Jelly Beans,3
Logoline,LL3153,Clear Mini Noodle Box,Collection + Category + SubCategory,Confectionery / Packaging,1
Logoline,LL3154,Assorted Colour Mini Jelly Beans in Clear Mini Noodle Box,Collection + Category + SubCategory,Confectionery / Jelly Beans,1
Logoline,LL3155,Corporate Colour Mini Jelly Beans in Clear Mini Noodle Box,Collection + Category + SubCategory,Confectionery / Jelly Beans,1
Logoline,LL321,Silver Rectangular Tin,Collection + Category + SubCategory,Packaging / Misc Packaging,4
Logoline,LL322,White Cardboard Box,Collection + Category + SubCategory,Packaging / Cardboard Gift Boxes,1
Logoline,LL326,Clear Pillow Pack,Collection + Category + SubCategory,Packaging / Misc Packaging,2
Logoline,LL3260,Santa Fe Pen / Stylus,Collection + Category + SubCategory,"Office / Pens / Black Refill,Stylus",11
Logoline,LL3270,Napier Deluxe Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Metal",13
Logoline,LL3271,Napier Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Metal",11
Logoline,LL3272,Napier Pen (Black Edition),Collection + Category + SubCategory,"Office / Pens / Black Refill,Metal",12
Logoline,LL3274,Napier Bamboo Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Enviro",13
Logoline,LL3275,Miami Aluminium Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Metal",11
Logoline,LL3276,Hamilton Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Metal",13
Logoline,LL3278,Orlando Mirror Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Metal",11
Logoline,LL3279,Napier Pen (Gold Edition),Collection + Category + SubCategory,"Office / Pens / Black Refill,Metal",8
Logoline,LL3280,Opal Pen / Stylus,Collection + Category + SubCategory,"Office / Pens / Black Refill,Metal",8
Logoline,LL3282,Helix Pen / Stylus,Collection + Category + SubCategory,"Office / Pens / Black Refill,Metal",13
Logoline,LL3283,Napier Eco Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Enviro",11
Logoline,LL3284,Sapphire Pen / Stylus,Collection + Category + SubCategory,"Office / Pens / Black Refill,Metal",1
Logoline,LL3285,Chameleon Pen / Stylus,Collection + Category + SubCategory,"Office / Pens / Black Refill,Plastic",12
Logoline,LL3289,Starion Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Metal,Stylus",11
Logoline,LL3290,Slalom Flat Aluminium Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Metal",1
Logoline,LL3292,Napier Paper Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Enviro",11
Logoline,LL3293,Miami Bamboo Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Enviro,Stylus",13
Logoline,LL3294,Titan Pen,Collection + Category + SubCategory,"Office / Pens / Blue Refill,Plastic",12
Logoline,LL3295,Hook Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Plastic",12
Logoline,LL3296,Shark Spinner Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Enviro,Stylus",13
Logoline,LL3298,Serenity Aluminium Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Metal",13
Logoline,LL3299,Napier Recycled ABS Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Enviro,Plastic",6
Logoline,LL33000,Assorted Colour M&M's,Collection + Category + SubCategory,Confectionery / M&M's,1
Logoline,LL33001,M&M's in Dispenser,Collection + Category + SubCategory,Confectionery / M&M's,2
Logoline,LL33004,M&M's in Container,Collection + Category + SubCategory,Confectionery / M&M's,3
Logoline,LL33012,M&M's in 50 Gram Cello Bag,Collection + Category + SubCategory,Confectionery / M&M's,2
Logoline,LL33015,M&M's in Pillow Pack,Collection + Category + SubCategory,Confectionery / M&M's,3
Logoline,LL33016,M&M's in Silver Rectangular Tin,Collection + Category + SubCategory,Confectionery / M&M's,5
Logoline,LL33018,M&M's in 50g Box,Collection + Category + SubCategory,Confectionery / M&M's,2
Logoline,LL33022,M&M's in Clear Mini Noodle Box,Collection + Category + SubCategory,Confectionery / M&M's,1
Logoline,LL3311,Elara Spinner Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Metal",11
Logoline,LL3314,Saturn Aluminium Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Metal",10
Logoline,LL3316,Maddie Gel Ink Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Ink - Gel,Metal",13
Logoline,LL3317,Napier Gel Ink Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Ink - Gel,Metal",11
Logoline,LL334,Assorted Colour Mini Jelly Beans in Silver Rectangular Tin,Collection + Category + SubCategory,Confectionery / Jelly Beans,4
Logoline,LL335,Corporate Colour Mini Jelly Beans in Silver Rectangular Tin,Collection + Category + SubCategory,Confectionery / Jelly Beans,4
Logoline,LL3350,Napoli Salt & Pepper Grinder,Collection + Category + SubCategory,Home & Auto / Home Accessories,1
Logoline,LL340,Silver Round Tin,Collection + Category + SubCategory,Packaging / Misc Packaging,4
Logoline,LL3400,River Waterproof Bag,Collection + Category + SubCategory,Lifestyle / Wet Bags & Dry Bags,1
Logoline,LL3401,M&M's in Silver Round Tin,Collection + Category + SubCategory,Confectionery / M&M's,4
Logoline,LL3402,Assorted Colour Mini Jelly Beans in Silver Round Tin,Collection + Category + SubCategory,Confectionery / Jelly Beans,4
Logoline,LL3403,Corporate Colour Mini Jelly Beans in Silver Round Tin,Collection + Category + SubCategory,Confectionery / Jelly Beans,4
Logoline,LL3431,Pisa Glass Tumbler,Collection + Category + SubCategory,Drinkware / Drink Bottles,2
Logoline,LL3436,Phone Grip,Collection + Category + SubCategory,Technology / Tech Accessories,9
Logoline,LL3449,Stealth Kraft Inkless Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Enviro",4
Logoline,LL3451,Mirage Aluminium Inkless Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Enviro",12
Logoline,LL3456,Columbia Aluminium Pen,Collection + Category + SubCategory,"Office / Pens / Black Refill,Metal,Stylus",10
Logoline,LL3483,Villa Cork Round Coaster,Collection + Category + SubCategory,Drinkware / Drinkware Accessories,2
Logoline,LL3484,Villa Cork Square Coaster,Collection + Category + SubCategory,Drinkware / Drinkware Accessories,2
Logoline,LL3486,Villa Cork Round Coaster - Set of 4,Collection + Category + SubCategory,Drinkware / Drinkware Accessories,2
Logoline,LL3487,Villa Cork Square Coaster - Set of 4,Collection + Category + SubCategory,Drinkware / Drinkware Accessories,2
Logoline,LL350,Transit Van Stress Reliever,Collection + Category + SubCategory,Novelties / Stress Relievers,5
Logoline,LL3513,Mini Lint Roller,Collection + Category + SubCategory,Home & Auto / Home Accessories,6
Logoline,LL3515,Lynx Wheat Fibre Comb,Collection + Category + SubCategory,Personal / Grooming,6
