product_code,product_name,product_url
PS4102,Maine Long Handle Calico Bag,https://www.intexglobal.com/product/maine-long-handle-calico-bag/
PS4103,Clontarf Calico Bag,https://www.intexglobal.com/product/clontarf-calico-bag/
PS4104,Dakota Calico Bag,https://www.intexglobal.com/product/dakota-calico-bag/
PS4105,Snapper Calico Sling Bag,https://www.intexglobal.com/product/snapper-calico-sling-bag/
PS4107,Coloured Calico Bag Short Handle,https://www.intexglobal.com/product/coloured-calico-bag-short-handle/
PS4108,Boston Long Handle Coloured Calico Bag,https://www.intexglobal.com/product/boston-long-handle-coloured-calico-bag/
PS4111,Large Calico Bag White,https://www.intexglobal.com/product/large-calico-bag-white/
PS4112,White Calico Bag With Long Handles,https://www.intexglobal.com/product/white-calico-bag-with-long-handles/
PS4113,Cotton Tote Bag,https://www.intexglobal.com/product/cotton-tote-bag/
PS4513,Hemp Tote Bag without Gusset,https://www.intexglobal.com/product/hemp-tote-bag-without-gusset/
PS4010L,Ohio Laminated Tote Bag,https://www.intexglobal.com/product/ohio-laminated-tote-bag/
PS4011L,Hollywood Laminated Tote Bag,https://www.intexglobal.com/product/hollywood-laminated-tote-bag/
PS4001,Chicago Tote Bag,https://www.intexglobal.com/product/chicago-tote-bag/
PS4002,New York Tote Bag,https://www.intexglobal.com/product/new-york-tote-bag/
PS4514,Hemp Tote Bag with Gusset,https://www.intexglobal.com/product/hemp-tote-bag-with-gusset/
OCHCD01,Nixson Two Tone Canvas Duffle Bag,https://www.intexglobal.com/product/nixson-two-tone-canvas-duffle-bag/
PS4202,Minnesota Canvas Natural Tote Bag,https://www.intexglobal.com/product/minnesota-canvas-natural-tote-bag/
PS4202C,Minnesota Canvas Coloured Tote Bag,https://www.intexglobal.com/product/minnesota-canvas-coloured-tote-bag/
PS4203,Denver Canvas Coloured Tote Bag,https://www.intexglobal.com/product/denver-canvas-coloured-tote-bag/
PS4204,Idaho Canvas Bag,https://www.intexglobal.com/product/idaho-canvas-bag/
PS4205,James Natural Canvas Tote Bag,https://www.intexglobal.com/product/james-natural-canvas-tote-bag/
PS4205C,James Coloured Canvas Tote Bag,https://www.intexglobal.com/product/james-coloured-canvas-tote-bag/
PS4206,Maxi Natural Canvas Tote Bag,https://www.intexglobal.com/product/maxi-natural-canvas-tote-bag/
PS4206C,Maxi Coloured Canvas Tote Bag,https://www.intexglobal.com/product/maxi-coloured-canvas-tote-bag/
PS4207,Manly PolyCanvas Bag,https://www.intexglobal.com/product/manly-polycanvas-bag/
PS4209,Bondi Canvas Tote Bag - Natural,https://www.intexglobal.com/product/bondi-canvas-tote-bag-natural/
PS4210,Bondi Canvas Tote Bag - Coloured,https://www.intexglobal.com/product/bondi-canvas-tote-bag-coloured/
PS4211,Brighton Duffle Bag,https://www.intexglobal.com/product/brighton-duffle-bag/
PS4305,20 Litre Non Woven Cooler Bag,https://www.intexglobal.com/product/20-litre-non-woven-cooler-bag/
PS4306,Budget Cooler Bag Nylon,https://www.intexglobal.com/product/budget-cooler-bag-nylon/
PS4310,Budget Cooler Bag With Grip,https://www.intexglobal.com/product/budget-cooler-bag-with-grip/
PS8121,Neoprene Wine Bottle Holder,https://www.intexglobal.com/product/neoprene-wine-bottle-holder-2/
PS8122,Neoprene Twin Wine Bottle Holder,https://www.intexglobal.com/product/neoprene-twin-wine-bottle-holder/
PS4401,Nylon Drawstring Bag,https://www.intexglobal.com/product/nylon-drawstring-bag/
PS4402,Nylon Foldable Bag,https://www.intexglobal.com/product/nylon-foldable-bag/
PS4811,5L Waterproof Dry Bag,https://www.intexglobal.com/product/waterproof-dry-bag/
PS4506,Laminated Jute Supermarket Bag,https://www.intexglobal.com/product/laminated-jute-supermarket-bag-2/
PS4507,Laminated Jute Supermarket Bag With Coloured Handles And Gussets,https://www.intexglobal.com/product/laminated-jute-supermarket-bag-with-coloured-handles-and-gussets/
PS4510,Laminated Jute Beach Bag With Cotton Handles And Front Pocket,https://www.intexglobal.com/product/laminated-jute-beach-bag-with-cotton-handles-and-front-pocket/
PS4512,Juco Bag,https://www.intexglobal.com/product/juco-bag/
PS4001L,Chicago Laminated Tote Bag,https://www.intexglobal.com/product/chicago-laminated-tote-bag/
PS4003L,Kansas Laminated Tote Bag,https://www.intexglobal.com/product/kansas-laminated-tote-bag/
PS4003,Kansas Tote Bag,https://www.intexglobal.com/product/kansas-tote-bag/
PS4010,Ohio Tote Bag,https://www.intexglobal.com/product/ohio-tote-bag/
PS4011,Hollywood Boutique Tote Bag,https://www.intexglobal.com/product/hollywood-boutique-tote-bag/
PS4012,Texas Conference Bag,https://www.intexglobal.com/product/texas-conference-bag/
PS4026,Noosa A4 Non Woven Promo Bag,https://www.intexglobal.com/product/noosa-a4-non-woven-promo-bag/
PS4031,Large Non-Woven Shopping Bag,https://www.intexglobal.com/product/large-non-woven-shopping-bag/
PS4601l,Kraft Paper Bag Brown Large Includes Twisted Paper Handle,https://www.intexglobal.com/product/kraft-paper-bag-brown-large-includes-twisted-paper-handle/
PS4601ls,Kraft Paper Bag Brown Landscape Includes Twisted Paper Handle,https://www.intexglobal.com/product/kraft-paper-bag-brown-landscape-includes-twisted-paper-handle/
PS4601m,Kraft Paper Bag Brown Medium Includes Twisted Paper Handle,https://www.intexglobal.com/product/kraft-paper-bag-brown-medium-includes-twisted-paper-handle/
PS4601s,Kraft Paper Bag Brown Small Includes Twisted Paper Handle,https://www.intexglobal.com/product/kraft-paper-bag-brown-small-includes-twisted-paper-handle/
PS4602l,Kraft Paper Bag White Large Includes Twisted Paper Handle,https://www.intexglobal.com/product/kraft-paper-bag-white-large-includes-twisted-paper-handle/
PS4602ls,Kraft Paper Bag White Landscape Includes Twisted Paper Handle,https://www.intexglobal.com/product/kraft-paper-bag-white-landscape-includes-twisted-paper-handle/
PS4602s,Kraft Paper Bag White Small Includes Twisted Paper Handle,https://www.intexglobal.com/product/kraft-paper-bag-white-small-includes-twisted-paper-handle/
BB5002,500ml Bell Bottle with Infuser Lid,https://www.intexglobal.com/product/500ml-bell-bottle-with-infuser-lid-2/
BB5003,532ml Bell Bottle with Solid Handle,https://www.intexglobal.com/product/532ml-bell-bottle-with-solid-handle/
BB5004,532ml Bell Bottle with Sipper Handle,https://www.intexglobal.com/product/532ml-bell-bottle-with-sipper-handle/
PS2002,Sunshine Coast Water Bottle - 750Ml,https://www.intexglobal.com/product/sunshine-coast-water-bottle-750ml/
PS2003,Central Coast Water Bottle - 800Ml,https://www.intexglobal.com/product/central-coast-water-bottle-800ml/
PS2006,750Ml Aluminium Water Bottle With Straw,https://www.intexglobal.com/product/750ml-aluminium-water-bottle-with-straw/
PS2007,Bondi Vacuum Bottle - Steel Lid,https://www.intexglobal.com/product/bondi-vacuum-bottle-steel-lid/
PS2010,Bondi Vacuum Bottle With Bamboo Accent,https://www.intexglobal.com/product/bondi-vacuum-bottle-with-bamboo-accent/
PS2011,Bondi Wheat Straw Bottle,https://www.intexglobal.com/product/bondi-wheat-straw-bottle/
PS2013,Penski Vacuum Bottle,https://www.intexglobal.com/product/penski-vacuum-bottle/
PS2018,Brit Bottle - 750Ml Single Wall,https://www.intexglobal.com/product/brit-bottle-750ml-single-wall/
PS2019,Brit Bottle - 750Ml Double  Wall,https://www.intexglobal.com/product/brit-bottle-750ml-double-wall/
PS2020,Brit Single Walled Bottle - 1L,https://www.intexglobal.com/product/brit-single-walled-bottle-1l/
PS2021,Brit Vacuum Bottle - 1L,https://www.intexglobal.com/product/brit-vacuum-bottle-1l/
PS2401LB,Glass Fusion Bottle With Bamboo Lid - 600Ml,https://www.intexglobal.com/product/glass-fusion-bottle-with-bamboo-lid-600ml/
PS2022,Banks Tumbler 300ml,https://www.intexglobal.com/product/banks-tumbler-300ml/
PS2031,Vacuum Cup,https://www.intexglobal.com/product/vacuum-cup/
PS2502,Two Tone Sublimation Mug - 330Ml,https://www.intexglobal.com/product/two-tone-sublimation-mug-330ml/
PS2810,Enamel Camping Mug - 325Ml,https://www.intexglobal.com/product/enamel-camping-mug-325ml/
PS500X18,Bondi Tritan Bottle With Stainless Base And Cap,https://www.intexglobal.com/product/bondi-tritan-bottle-with-stainless-base-and-cap/
PS8330,Bamboo Bar Blade,https://www.intexglobal.com/product/bamboo-bar-blade/
PS8401,Square Coaster Bottle Opener,https://www.intexglobal.com/product/square-coaster-bottle-opener/
PS8402,Paddle Shaped Bottle Opener,https://www.intexglobal.com/product/paddle-shaped-bottle-opener-2/
PS9212,Bamboo Nail File,https://www.intexglobal.com/product/bamboo-nail-file/
PSSAN01,Hand Sanitiser 60Ml Made In Australia,https://www.intexglobal.com/?post_type=product&p=5125
PSSUN01,30Ml Spf50 Sunscreen Lotion,https://www.intexglobal.com/product/30ml-spf50-sunscreen-lotion/
PSSUN02,30Ml Spf50 Sunscreen Lotion With Carabiner,https://www.intexglobal.com/product/30ml-spf50-sunscreen-lotion-with-carabiner/
PSSUN03,60Ml Spf50 Sunscreen Lotion,https://www.intexglobal.com/product/60ml-spf50-sunscreen-lotion/
PSSUN04,60Ml Spf50 Sunscreen Lotion With Carabiner,https://www.intexglobal.com/product/60ml-spf50-sunscreen-lotion-with-carabiner/
PSSUN05,30Ml Spf50 Sunscreen Lotion Tube,https://www.intexglobal.com/product/30ml-spf50-sunscreen-lotion-tube/
PSSUN06,50Ml Spf50 Sunscreen Lotion Tube,https://www.intexglobal.com/product/50ml-spf50-sunscreen-lotion-tube/
PSSUN07,100Ml Spf50 Sunscreen Lotion Tube,https://www.intexglobal.com/product/100ml-spf50-sunscreen-lotion-tube/
PSSUN08,1L Spf50 Sunscreen Lotion,https://www.intexglobal.com/product/1l-spf50-sunscreen-lotion/
OCA100,Oc Chef / Waiters Apron,https://www.intexglobal.com/product/oc-chef-waiters-apron/
PP731436,Milla Pouch,https://www.intexglobal.com/product/milla-pouch/
PS4350,17L Metal Cooler Box,https://www.intexglobal.com/product/17l-metal-cooler-box/
PS4351,25L Cooler Box,https://www.intexglobal.com/product/25l-cooler-box/
PS4352,31L Cooler Box with Wheels,https://www.intexglobal.com/product/31l-cooler-box-with-wheels/
PS4353,31L Cooler Box,https://www.intexglobal.com/product/31l-cooler-box/
PS4355,11L Premium Cooler Box,https://www.intexglobal.com/product/11l-premium-cooler-box/
PS500X249,Plush Terry Sport Headband,https://www.intexglobal.com/product/plush-terry-sport-headband/
PS5051,Acrylic Beanie Hat,https://www.intexglobal.com/product/acrylic-beanie-hat/
PS5052,Acrylic Rollup Beanie Hat,https://www.intexglobal.com/product/acrylic-rollup-beanie-hat/
PS6005-1,Dye Sublimated Lanyard With Swivel Clip 15mm,https://www.intexglobal.com/product/dye-sublimated-lanyard-with-swivel-clip-15mm/
PS6005-2,Dye Sublimated Lanyard With Swivel Clip 20mm,https://www.intexglobal.com/product/dye-sublimated-lanyard-with-swivel-clip-20mm/
PS6001-1,Bootlace Lanyard 10mm Wide With Swivel Clip,https://www.intexglobal.com/product/bootlace-lanyard-10mm-wide-with-swivel-clip/
PS6003-1,Nylon Lanyard 15mm Wide With Swivel Clip,https://www.intexglobal.com/product/nylon-lanyard-15mm-wide-with-swivel-clip/
PS5053,Pom Pom Beanie Hat,https://www.intexglobal.com/product/pom-pom-beanie-hat/
PS5054,Winter Fleece Beanie Hat,https://www.intexglobal.com/product/winter-fleece-beanie-hat/
PS8001,Beach Ball - 30cm,https://www.intexglobal.com/product/beach-ball-30cm/
PS8002,30cm Multi-Colour Beach Ball,https://www.intexglobal.com/product/30cm-multi-colour-beach-ball/
PS8015,Beach Ball - 20cm,https://www.intexglobal.com/product/beach-ball-20cm/
PS8016,Beach Ball - 40cm,https://www.intexglobal.com/product/beach-ball-40cm/
PS8501,Cooling Towel Large,https://www.intexglobal.com/product/cooling-towel-large/
PS8503,Cooling Towel Medium,https://www.intexglobal.com/product/cooling-towel-medium/
PS8504,Sublimated Sports Towel,https://www.intexglobal.com/?post_type=product&p=5167
PS8504B,Sublimated Beach Towel,https://www.intexglobal.com/?post_type=product&p=5168
